Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-29 00:00:00-03:00,68.15055202031316,68.33523903740615,67.14398875468949,67.82733917236328,15853100,0.0,0.0
2023-11-30 00:00:00-03:00,68.34447155001102,68.74155495462284,68.07667045896048,68.19671630859375,29712900,0.0,0.0
2023-12-01 00:00:00-03:00,69.00936487200583,69.70195180267673,68.7230908164847,69.46185302734375,25025200,0.0,0.0
2023-12-04 00:00:00-03:00,68.55687035109719,68.79696912881091,67.44873406917927,67.9012222290039,22402300,0.0,0.0
2023-12-05 00:00:00-03:00,67.62419251107016,67.75347484403515,66.97777380088648,67.27327728271484,25179500,0.0,0.0
2023-12-06 00:00:00-03:00,67.87351208626983,68.26135903587691,66.59915480383603,66.83001708984375,20503900,0.0,0.0
2023-12-07 00:00:00-03:00,67.12552589738883,67.48567052870747,66.87619066317842,67.04241180419922,17535800,0.0,0.0
2023-12-08 00:00:00-03:00,67.50413471818497,67.6518899710973,66.79308193827957,67.22710418701172,16083200,0.0,0.0
2023-12-11 00:00:00-03:00,66.56221960591049,67.63341700754934,66.26671614559373,67.28250885009766,15443400,0.0,0.0
2023-12-12 00:00:00-03:00,67.9658619673771,68.19672427504167,67.04241273671883,67.40255737304688,11036300,0.0,0.0
2023-12-13 00:00:00-03:00,66.95006435864592,67.70729239095698,66.77460676305353,67.41178894042969,25288200,0.0,0.0
2023-12-14 00:00:00-03:00,68.33524182529622,68.57534059359897,67.74423489205746,67.78117370605469,29454300,0.0,0.0
2023-12-15 00:00:00-03:00,68.39064251918496,68.61227539019119,67.88274970851784,68.2059555053711,23279500,0.0,0.0
2023-12-18 00:00:00-03:00,68.39064076640912,69.19404405116087,68.06743497783927,68.52915954589844,16333400,0.0,0.0
2023-12-19 00:00:00-03:00,68.98165187320929,69.3417964947162,68.67691899410528,69.00936126708984,21763700,0.0,0.0
2023-12-20 00:00:00-03:00,69.00936023152637,69.63730595492328,68.78772735595703,68.78772735595703,14147900,0.0,0.0
2023-12-21 00:00:00-03:00,69.67424171123288,71.15176611818904,69.55419584744506,71.07788848876953,24202600,0.0,0.0
2023-12-22 00:00:00-03:00,71.22563252313122,72.21372286122643,70.44993859581525,70.54228210449219,26277000,0.0,0.0
2023-12-26 00:00:00-03:00,71.25334294255929,71.52113700797102,70.79161834716797,70.79161834716797,12149500,0.0,0.0
2023-12-27 00:00:00-03:00,70.96707566446997,71.61349438682491,70.96707566446997,71.4749755859375,13821200,0.0,0.0
2023-12-28 00:00:00-03:00,71.10558855148032,71.53037433894228,70.8747262509885,71.29027557373047,16545800,0.0,0.0
2024-01-02 00:00:00-03:00,71.65965675049863,72.19525897917522,70.72697108268018,71.15176391601562,18021800,0.0,0.0
2024-01-03 00:00:00-03:00,70.83778384518436,71.01324143917509,70.04361700813713,70.78237915039062,25315100,0.0,0.0
2024-01-04 00:00:00-03:00,70.57922175166829,70.77314523579051,69.59113140188842,69.83123016357422,18707000,0.0,0.0
2024-01-05 00:00:00-03:00,69.28639400791783,69.30486693776083,68.44605887938096,68.93548583984375,21082500,0.0,0.0
2024-01-08 00:00:00-03:00,68.27983134867306,68.85236530378228,67.88274793850483,68.58456420898438,23013300,0.0,0.0
2024-01-09 00:00:00-03:00,68.42759032209221,68.4830020698036,67.55031632316957,67.71653747558594,15257400,0.0,0.0
2024-01-10 00:00:00-03:00,67.2178662829142,67.2178662829142,66.44216531245239,66.70073699951172,21354600,0.0,0.0
2024-01-11 00:00:00-03:00,66.90388812575195,67.3286809348345,66.34982004460494,67.05164337158203,20289100,0.0,0.0
2024-01-12 00:00:00-03:00,66.67302613971286,67.13475071698333,66.15589686768446,66.20207214355469,16343400,0.0,0.0
2024-01-15 00:00:00-03:00,65.7680521310638,66.21130379478744,65.28785460911197,66.07279205322266,12745700,0.0,0.0
2024-01-16 00:00:00-03:00,66.11895785167015,66.29441544500509,64.88153937018225,65.21398162841797,22620300,0.0,0.0
2024-01-17 00:00:00-03:00,64.89077800924275,65.0662356275081,63.71800051992097,64.04120635986328,43086400,0.0,0.0
2024-01-18 00:00:00-03:00,64.82613479092369,65.01082886887698,63.71799850463867,63.71799850463867,30490600,0.0,0.0
2024-01-19 00:00:00-03:00,64.17972072718327,64.18895719207458,62.8407221776372,62.88689041137695,60583000,0.0,0.0
2024-01-22 00:00:00-03:00,62.33282188447837,62.77608060672568,61.97267725499672,62.609859466552734,23318900,0.0,0.0
2024-01-23 00:00:00-03:00,63.67182095286805,64.42904903207227,63.210096342490885,63.90268325805664,33886800,0.0,0.0
2024-01-24 00:00:00-03:00,64.9184838854029,65.40791085154025,64.41058398920839,64.54910278320312,36922100,0.0,0.0
2024-01-25 00:00:00-03:00,64.64143916027872,65.0200566857035,62.20353401843397,62.96076202392578,47637000,0.0,0.0
2024-01-26 00:00:00-03:00,62.70220073847529,64.46598500889732,62.33281965736005,64.17971801757812,27397200,0.0,0.0
2024-01-29 00:00:00-03:00,64.17048056307806,64.17048056307806,63.0069396867492,63.874977111816406,15866100,0.0,0.0
2024-01-30 00:00:00-03:00,64.08737640258258,64.2720634259191,62.692966126709315,63.514835357666016,34371300,0.0,0.0
2024-01-31 00:00:00-03:00,62.88689110913396,63.330149839175974,62.57292175292969,62.57292175292969,34753400,0.0,0.0
2024-02-01 00:00:00-03:00,62.674501828022606,63.04387588403987,62.00961725461791,62.28664779663086,21060300,0.0,0.0
2024-02-02 00:00:00-03:00,62.111192818627806,62.120422237621234,60.86453785478829,61.021522521972656,32589900,0.0,0.0
2024-02-05 00:00:00-03:00,60.85530377404413,61.132334307215984,60.34740389519164,60.49515914916992,24103300,0.0,0.0
2024-02-06 00:00:00-03:00,61.01229232670169,61.787993368692256,60.74449119585726,61.56636047363281,27505600,0.0,0.0
2024-02-07 00:00:00-03:00,61.70487488051017,61.92650071443899,61.40937142015234,61.68640899658203,19863400,0.0,0.0
2024-02-08 00:00:00-03:00,62.32358490059261,62.32358490059261,60.91994520832319,61.141571044921875,25812100,0.0,0.0
2024-02-09 00:00:00-03:00,61.03999281101365,61.49248096188122,60.375108236880926,60.87377166748047,18534800,0.0,0.0
2024-02-14 00:00:00-03:00,60.93841128565938,61.076930075982055,60.49515961105683,60.689083099365234,12497900,0.0,0.0
2024-02-15 00:00:00-03:00,60.48592268445671,60.82760142526278,60.061136897306575,60.49515914916992,17360200,0.0,0.0
2024-02-16 00:00:00-03:00,61.40013771590362,63.090051508310886,61.26161892146132,62.79454803466797,40947100,0.0,0.0
2024-02-19 00:00:00-03:00,61.908036181896605,62.41592902262682,61.538655087046564,62.323585510253906,12571600,0.0,0.0
2024-02-20 00:00:00-03:00,61.086164798658594,61.28008828143653,60.199654429377404,60.95688247680664,44417200,0.0,0.0
2024-02-21 00:00:00-03:00,60.59674037664493,61.52941901655496,60.57826744683692,61.418609619140625,20362800,0.0,0.0
2024-02-22 00:00:00-03:00,61.72334168885835,62.609859128567294,61.68640992044895,62.074256896972656,35910500,0.0,0.0
